Latin name,Trophic Level,Medium,Taxonomic kingdom,Taxonomic phylum or division,Taxonomic subphylum,Taxonomic superclass,Taxonomic class,Taxonomic order,Taxonomic family
Moina irrasa,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Cladocera,Moinidae
Dugesia bengalensis,INVERT,Freshwater,Animalia,Platyhelminthes,,,Turbellaria,Tricladida,Planariidae
Ilyoplax gangetica,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Ocypodidae
Moina mongolica,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Cladocera,Moinidae
Thymallus arcticus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae
Meretrix lusoria,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Veneridae
Homarus gammarus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Nephropidae
Ostrea edulis,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Ostreoida,Ostreidae
Uca annulipes,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Ocypodidae
Uca triangularis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Ocypodidae
Channa marulius,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Channidae
Neocaridina denticulata,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Atyidae
Crassostrea madrasensis,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Ostreoida,Ostreidae
Boleophthalmus dentatus,FISH,Saltwater,Animalia,Chordata,Vertebrata,,Actinopterygii,Perciformes,Gobiidae
Daphnia rosea,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Diaptomus leptopus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Diaptomidae
Skistodiaptomus oregonensis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Diaptomidae
Oplegnathus fasciatus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Oplegnathidae
Macrobrachium hendersodayanus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Ascidiella aspersa,INVERT,Saltwater,Animalia,Chordata,Tunicata,,Ascidiacea,Phlebobranchia,Ascidiidae
Rana heckscheri,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Ranidae
Cypris sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Ostracoda,Podocopida,Cyprididae
Ozius rugulosus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Menippidae
Mnemiopsis mccradyi,INVERT,Saltwater,Animalia,Ctenophora,,,Tentaculata,Lobata,Mnemiidae
Ferosagitta hispida,INVERT,Saltwater,Animalia,Chaetognatha,,,Sagittoidea,Aphragmophora,Sagittidae
Labidocera scotti,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Pontellidae
Euchaeta marina,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Euchaetidae
Petrolisthes armatus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Porcellanidae
Metapenaeus dobsoni,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Donax faba,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Donacidae
Ephemerella subvaria,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Ephemerellidae
Hydropsyche betteni,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Catostomus latipinnis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Catostomidae
Notropis topeka,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Hybognathus amarus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Hydropsyche occidentalis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Centropristis striata,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Serranidae
Pomacentrus leucostictus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Pomacentridae
Monacanthus hispidus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Tetraodontiformes,Tetraodontidae
Raja eglanteria,FISH,Saltwater,Animalia,Chordata,Vertebrata,,Chondrichthyes,Rajiformes,Rajidae
Micropterus treculii,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae
Penaeus sp,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Diplodus sargus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Heteromycteris capensis,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Soleidae
Lithognathus mormyrus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Macrobrachium amazonicum,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Lampsilis fasciola,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Unionidae
Paralichthys orbignyanus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Bothidae
Tetraselmis chuii,ALGAE,Saltwater,Plantae,Chlorophyta,,,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae
Morone sp,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae
Daphnia similoides,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Echinogammarus echinosetosus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Gammaridae
Eulimnogammarus toletanus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Eulimnogammaridae
Gaidropsarus capensis,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Gadiformes,Lotidae
Litopenaeus setiferus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Synaptura kleini,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Soleidae
Haliotis laevigata,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Lepetellida,Haliotidae
Chlamydomonas acidophila,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Chlamydomonadaceae
Paracalanus parvus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Paracalanidae
Scutellidium sp,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Harpacticoida,Tisbidae
Acartia simplex,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Acartiidae
Brachionus havanaensis,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Brachionidae
Opercularia coarctata,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Peritrichida,Operculariidae
Vorticella convallaria,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Peritrichida,Vorticellidae
Opercularia minima,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Peritrichida,Operculariidae
Daphnia curvirostris,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Aldrichetta forsteri,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae
Moina rectirostris,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Cladocera,Moinidae
Etheostoma spectabile,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Percidae
Penaeus paulensis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Hydropsyche bulbifera,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Hydropsyche exocellata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Hydropsyche pellucidulla,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Chimarra marginata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Philopotamidae
Hydropsyche lobata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Acipenser baerii,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Acipenseridae
Acipenser sinensis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Acipenseridae
Clibanarius humilis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Diogenidae
Pandalus danae,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Pandalidae
Dunaliella primolecta,ALGAE,Saltwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Dunaliellaceae
Rhinichthys osculus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Richardsonius balteatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Penaeus plebejus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Ammodytes hexapterus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Ammodytidae
Crangon nigricauda,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Crangonidae
Anonyx sp,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Lysianassidae
Pontogeneia sp,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Eusiridae
Hemigrapsus nudus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Grapsidae
Hemigrapsus oregonensis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Grapsidae
Macoma balthica,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Tellinidae
Portunus pelagicus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Portunidae
Juga plicifera,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Neotaenioglossa,Pleuroceridae
Aphanothece clathrata,ALGAE,Freshwater,Eubacteria,Cyanobacteria,,,Cyanophyceae,Chlorococcales,Aphanothecaceae
Synechococcus nidulans,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Chroococcales,Chroococcaceae
Gadus morhua,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Gadiformes,Gadidae
Craterocephalus stercusmuscar,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Atherinidae
Prosopium williamsoni,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae
Rhinichthys cataractae,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Cichlasoma facetum,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Acrossocheilus paradoxus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Haliotis rufescens,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Archaeogastropoda,Haliotididae
Macrobrachium carcinus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Scyliorhinus canicula,FISH,Saltwater,Animalia,Chordata,Vertebrata,,Chondrichthyes,Carcharhiniformes,Scyliorhinidae
Astyanax bimaculatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae
Leporinus obtusidens,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Anostomidae
Noemacheilus montanus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Balitoridae
Agosia chrysogaster,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Artemia franciscana,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anostraca,Artemiidae
Clarias submarginatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Clariidae
Bellamya bengalensis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Architaenioglossa,Viviparidae
Ambassis sp,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centropomidae
Noemacheilus barbatulus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Gobiidae
Leuciscus leuciscus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Lepidozona albrechti,INVERT,Saltwater,Animalia,Mollusca,,,Polyplacophora,Neoloricata,Ischnochitonidae
Ancylus fluviatilis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Ancylidae
Helisoma campanulatum,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Planorbidae
Amniataba percoides,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Terapontidae
Tricorythus sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Tricorythidae
Pocillopora damicornis,INVERT,Saltwater,Animalia,Cnidaria,,,Anthozoa,Scleractinia,Pocilloporidae
Leptophlebia marginata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Leptophlebiidae
Clibanarius olivaceus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Diogenidae
Tisbe furcata,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Harpacticoida,Tisbidae
Morone saxatilis ssp. x chrysops,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Moronidae
Gastrophryne carolinensis,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Microhylidae
Hyla chrysoscelis,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Hylidae
Asellus meridianus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Isopoda,Asellidae
Prochilodus scrofa,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Curimatidae
Monodonta turbinata,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Archaeogastropoda,Trochidae
Scenedesmus incrassatulus,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Scenedesmaceae
Clarias anguillaris,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Clariidae
Bulinus globosus,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Cephalaspidea,Bullinidae
Nannochloris atomus,ALGAE,Saltwater,Plantae,Chlorophyta,,,Trebouxiophyceae,Chlorellales,Chlorellaceae
Micromonas pusilla,ALGAE,Freshwater,Plantae,Chlorophyta,,,Mamiellophyceae,Mamiellales,Mamiellaceae
Heterocapsa niei,ALGAE,Saltwater,Chromista,Miozoa,,,Dinophyceae,Peridiniales,Heterocapsaceae
Semotilus atromaculatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Rhinichthys atratulus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Luxilus chrysocephalus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Etheostoma nigrum,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Percidae
Vorticella microstoma,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Peritrichida,Vorticellidae
Acineria uncinata,INVERT,Freshwater,Animalia,Ciliophora,,,Kinetofragminophorea,Pleurostomatida,Litonotidae
Uronema marinum,INVERT,Saltwater,Animalia,Ciliophora,,,Ciliatea,Hymenostomatida,Uronematidae
Mystus bleekeri,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae
Ochromonas ovalis,ALGAE,Freshwater,Plantae,Chrysophyta,,,Chrysophyceae,Ochromonadales,Ochromonadaceae
Euglena mutabilis,ALGAE,Freshwater,Plantae,Euglenophycota,,,Euglenophyceae,Euglenales,Euglenaceae
Medionidus conradicus,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Unionidae
Villosa iris,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Unionidae
Peprilus triacanthus,FISH,Saltwater,Animalia,Chordata,,,Actinopterygii,Perciformes,Stromate
Meretrix casta,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Veneridae
Caquetaia kraussii,FISH,Freshwater,Animalia,Chordata,,,Actinopterygii,Perciformes,Cichlidae
Etheostoma flabellare,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Percidae
Fucus serratus,ALGAE,Saltwater,Chromista,Phaeophyta,,,Phaeophyceae,Fucales,Fucaceae
Tigriopus brevicornis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Harpacticoida,Harpacticidae
Tilapia guineensis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Leptoxis praerosa,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Neotaenioglossa,Pleuroceridae
Undinula vulgaris,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Calanidae
Pleurobrachia pileus,INVERT,Saltwater,Animalia,Ctenophora,,,Tentaculata,Cydippida,Pleurobrachiidae
Phialidium sp,INVERT,Saltwater,Animalia,Cnidaria,,,Hydrozoa,Leptothecatae,Campanulariidae
Metridia pacifica,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Metridinidae
Calanus plumchrus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Calanoida,Calanidae
Velesunio angasi,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Hyriidae
Corbicula australis,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Corbiculidae
Melanotaenia splendida ssp splendida,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Melanotaeniidae
Phymactis cavernata,INVERT,Saltwater,Animalia,Cnidaria,,,Anthozoa,Actiniaria,Actiniidae
Leptophlebia sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Leptophlebiidae
Nephelopsis obscura,INVERT,Freshwater,Animalia,Annelida,,,Clitellata,Arhynchobdellida,Erpobdellidae
Leuctra sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Plecoptera,Leuctridae
Stenonema modestum,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Heptageniidae
Psephenus herricki,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Psephenidae
Coregonus albula,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae
Philodina roseola,INVERT,Freshwater,Animalia,Rotifera,,,Bdelloidea,Bdelloida,Philodinidae
Hyriopsis cumingii,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Unionidae
Mysidopsis almyra,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Mysida,Mysidae
Champia parvula,ALGAE,Saltwater,Plantae,Rhodophycota,,,Rhodophyceae,Rhodymeniales,Champiaceae
Clioperla clio,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Plecoptera,Perlodidae
Callinectes similis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Portunidae
Notropis buccatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Notropis stramineus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Enallagma aspersum,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Odonata,Coenagrionidae
Osmerus mordax,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Osmeriformes,Osmeridae
Gobiosoma bosc,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Gobiidae
Stenonema ithaca,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Heptageniidae
Ephemerella lata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Ephemerellidae
Centroptilum sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Baetidae
Hydropsyche bifida,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Hydropsychidae
Barbus sarana,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Portunus trituberculatus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Portunidae
Hexagenia limbata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Ephemeridae
Sigara substriata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Heteroptera,Corixidae
Donax cuneatus,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Donacidae
Ankistrodesmus bibraianus,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Metapenaeopsis barbata,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Aequipecten opercularis,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Ostreoida,Pectinidae
Austropotamobius pallipes,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Astacidae
Lethocerus sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Hemiptera,Belostomatidae
Bufo arenarum,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Bufonidae
Nemacheilus botia,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Balitoridae
Leiopotherapon unicolor,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Terapontidae
Neosilurus sp,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Plotosidae
Pangasius hypophthalmus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Pangasiidae
Proasellus sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Isopoda,Asellidae
Theodoxus fluviatilis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Cycloneritida,Neritidae
Hymenomonas elongata,ALGAE,Saltwater,Plantae,Haptophyta,,,Prymnesiophyceae,Prymnesiales,Syracosphaeraceae
Anabaena constricta,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Nostocaceae
Oedogonium cardiacum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Oedogoniales,Oedogoniaceae
Mugil auratus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae
Podocerus fulanus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Podoceridae
Scorpaena guttata,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Scorpaeniformes,Scorpaenidae
Echinisca triserialis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Macrothricidae
Cyprinodon dearborni,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Cyprinodontidae
Monoculodes edwardsi,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Oedicerotidae
Leptocheirus plumulosus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Aoridae
Diporeia sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Haustoriidae
Ruditapes decussatus,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Veneridae
Chelura terebrans,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Cheluridae
Limnoria tripunctata,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Isopoda,Limnoriidae
Trichodrilus tenuis,INVERT,Freshwater,Animalia,Annelida,,,Clitellata,Lumbriculida,Lumbriculidae
Niphargus aquilex,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Niphargidae
Ambystoma gracile,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Caudata,Ambystomatidae
Tautogolabrus adspersus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Labridae
Euplotes aediculatus,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Hypotrichida,Euplotidae
Paraleptophlebia praepedita,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Leptophlebiidae
Barytelphusa guerini,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Potamidae
Monhystera microphthalma,INVERT,Saltwater,Animalia,Nemata,,,Adenophorea,Monhysterida,Monhysteridae
